id,question,answer,follow-up,relation,generated_follow_up
3262,ELI5: Is zero a number or the absence of a number?,"Zero is definitely a number.  When you're measuring or counting something, zero represents the absence of that thing - but that doesn't mean that zero itself isn't a number, it's actually a very important number!  Almost all of the math we learn in school and use in everyday life and also in banking, science, engineering, and elsewhere all depends on there being a number zero to work with.",So it's both? Zero is both a number and the absence?,Strongly Related,"I think I phrased my question poorly. I meant, if you have a zero and you're measuring it, you can subtract it from the end of the number, right?"
3262,ELI5: Is zero a number or the absence of a number?,"Zero is definitely a number.  When you're measuring or counting something, zero represents the absence of that thing - but that doesn't mean that zero itself isn't a number, it's actually a very important number!  Almost all of the math we learn in school and use in everyday life and also in banking, science, engineering, and elsewhere all depends on there being a number zero to work with.",So it's both? Zero is both a number and the absence?,Strongly Related,What about the absence of a number?
3263,eli5 what is the information paradox in physics?,"According to quantum physics information can not be destroyed. If you drop a vase and it shatters then if you would measure the exact quantum state of the shards you should (in principle) be able to reconstruct what the vase looked like. You can scramble information to make it hard to read, but it's impossible to get rid of completely  But black holes appear to destroy information. From the outside it's fully defined by it's mass (and electrical charge, and rotation). So if you drop in a book or a stone of the same weight the state of the black hole just increases by that mass and it's impossible to find out what dropped in.  There are many suggested solutions to solve this paradox. For example the black hole might release that information in hawking radiation over a very long timespan",Is it just that we haven't/can't explore black holes?,Related,"> From the outside it's fully defined by it's mass, and electrical charge, and rotation  So if you drop in a book or a stone, same weight the state of the black hole just increases by that mass and it's impossible to find out what dropped in.    This is a very interesting idea, but it seems to contradict the very idea of a black hole being a vacuum. If you could get in a vacuum with a certain amount of energy, you would be able to get out with the same amount of information.  So how does this idea of the information paradox work?"
3263,eli5 what is the information paradox in physics?,"According to quantum physics information can not be destroyed. If you drop a vase and it shatters then if you would measure the exact quantum state of the shards you should (in principle) be able to reconstruct what the vase looked like. You can scramble information to make it hard to read, but it's impossible to get rid of completely  But black holes appear to destroy information. From the outside it's fully defined by it's mass (and electrical charge, and rotation). So if you drop in a book or a stone of the same weight the state of the black hole just increases by that mass and it's impossible to find out what dropped in.  There are many suggested solutions to solve this paradox. For example the black hole might release that information in hawking radiation over a very long timespan",Is it just that we haven't/can't explore black holes?,Related,"So if you drop a vase and it shatters then if you would measure the exact quantum state of the shards you should (in principle) be able to reconstruct what the vase looked like.  But if you could only measure the amount of energy that was released, would you still be able reconstruct the vases state?"
3263,eli5 what is the information paradox in physics?,"According to quantum physics information can not be destroyed. If you drop a vase and it shatters then if you would measure the exact quantum state of the shards you should (in principle) be able to reconstruct what the vase looked like. You can scramble information to make it hard to read, but it's impossible to get rid of completely  But black holes appear to destroy information. From the outside it's fully defined by it's mass (and electrical charge, and rotation). So if you drop in a book or a stone of the same weight the state of the black hole just increases by that mass and it's impossible to find out what dropped in.  There are many suggested solutions to solve this paradox. For example the black hole might release that information in hawking radiation over a very long timespan",Is it just that we haven't/can't explore black holes?,Related,"Thanks for the answer!  So if we could somehow recreate the vase, we would be able to tell what it looked like?"
3263,eli5 what is the information paradox in physics?,"According to quantum physics information can not be destroyed. If you drop a vase and it shatters then if you would measure the exact quantum state of the shards you should (in principle) be able to reconstruct what the vase looked like. You can scramble information to make it hard to read, but it's impossible to get rid of completely  But black holes appear to destroy information. From the outside it's fully defined by it's mass (and electrical charge, and rotation). So if you drop in a book or a stone of the same weight the state of the black hole just increases by that mass and it's impossible to find out what dropped in.  There are many suggested solutions to solve this paradox. For example the black hole might release that information in hawking radiation over a very long timespan",Is it just that we haven't/can't explore black holes?,Related,"I see, but what about the information paradox in quantum mechanics?"
3263,eli5 what is the information paradox in physics?,"According to quantum physics information can not be destroyed. If you drop a vase and it shatters then if you would measure the exact quantum state of the shards you should (in principle) be able to reconstruct what the vase looked like. You can scramble information to make it hard to read, but it's impossible to get rid of completely  But black holes appear to destroy information. From the outside it's fully defined by it's mass (and electrical charge, and rotation). So if you drop in a book or a stone of the same weight the state of the black hole just increases by that mass and it's impossible to find out what dropped in.  There are many suggested solutions to solve this paradox. For example the black hole might release that information in hawking radiation over a very long timespan",Is it just that we haven't/can't explore black holes?,Related,Wouldn't it be possible to know the exact state of the object dropped in the black hole if the object were still in the same state?
3263,eli5 what is the information paradox in physics?,"According to quantum physics information can not be destroyed. If you drop a vase and it shatters then if you would measure the exact quantum state of the shards you should (in principle) be able to reconstruct what the vase looked like. You can scramble information to make it hard to read, but it's impossible to get rid of completely  But black holes appear to destroy information. From the outside it's fully defined by it's mass (and electrical charge, and rotation). So if you drop in a book or a stone of the same weight the state of the black hole just increases by that mass and it's impossible to find out what dropped in.  There are many suggested solutions to solve this paradox. For example the black hole might release that information in hawking radiation over a very long timespan",Is it just that we haven't/can't explore black holes?,Related,What about a vacuum?
3264,ELI5: How does metal polish give metal mirror finish?,"Non-smooth things tend to scatter light reflections whereas smooth things tend to reflect back a coherent image (provided it’s also made of some material that doesn’t absorb a bunch of light).  So, how do we smooth things? We take something abrasive, like a file or sandpaper, and rub it on the rough thing. Eventually the rough thing gets about as smooth as the sandpaper.  Using finer and finer sandpaper, you can start to get a smoother surface. Polish is really just super fine sandpaper as a paste. The metal will get smoother and smoother until it’s so smooth the light doesn’t scatter anymore.",So there's no chemical solvents involved? Like for 3-D prints how acetone vapour can smoothen the surface by dissolving some of the roughness.,Strongly Related,"> So how do we smooth things? We take something abrasive like a file or sandpaper, and rub it on the rough thing. The metal will get smoother and smoother until it’s so smooth the light doesn’t scatter anymore.<QUS>    > Polish is really just super fine sandpaper as a paste.   How does it work?"
3264,ELI5: How does metal polish give metal mirror finish?,"Non-smooth things tend to scatter light reflections whereas smooth things tend to reflect back a coherent image (provided it’s also made of some material that doesn’t absorb a bunch of light).  So, how do we smooth things? We take something abrasive, like a file or sandpaper, and rub it on the rough thing. Eventually the rough thing gets about as smooth as the sandpaper.  Using finer and finer sandpaper, you can start to get a smoother surface. Polish is really just super fine sandpaper as a paste. The metal will get smoother and smoother until it’s so smooth the light doesn’t scatter anymore.",So there's no chemical solvents involved? Like for 3-D prints how acetone vapour can smoothen the surface by dissolving some of the roughness.,Strongly Related,So how do we smooth things?
3264,ELI5: How does metal polish give metal mirror finish?,"Non-smooth things tend to scatter light reflections whereas smooth things tend to reflect back a coherent image (provided it’s also made of some material that doesn’t absorb a bunch of light).  So, how do we smooth things? We take something abrasive, like a file or sandpaper, and rub it on the rough thing. Eventually the rough thing gets about as smooth as the sandpaper.  Using finer and finer sandpaper, you can start to get a smoother surface. Polish is really just super fine sandpaper as a paste. The metal will get smoother and smoother until it’s so smooth the light doesn’t scatter anymore.",So there's no chemical solvents involved? Like for 3-D prints how acetone vapour can smoothen the surface by dissolving some of the roughness.,Strongly Related,What about glass? Does it reflect light differently than metal?
3264,ELI5: How does metal polish give metal mirror finish?,"Non-smooth things tend to scatter light reflections whereas smooth things tend to reflect back a coherent image (provided it’s also made of some material that doesn’t absorb a bunch of light).  So, how do we smooth things? We take something abrasive, like a file or sandpaper, and rub it on the rough thing. Eventually the rough thing gets about as smooth as the sandpaper.  Using finer and finer sandpaper, you can start to get a smoother surface. Polish is really just super fine sandpaper as a paste. The metal will get smoother and smoother until it’s so smooth the light doesn’t scatter anymore.",So there's no chemical solvents involved? Like for 3-D prints how acetone vapour can smoothen the surface by dissolving some of the roughness.,Strongly Related,Doesn't the polish also act as a mirror?
3264,ELI5: How does metal polish give metal mirror finish?,"Non-smooth things tend to scatter light reflections whereas smooth things tend to reflect back a coherent image (provided it’s also made of some material that doesn’t absorb a bunch of light).  So, how do we smooth things? We take something abrasive, like a file or sandpaper, and rub it on the rough thing. Eventually the rough thing gets about as smooth as the sandpaper.  Using finer and finer sandpaper, you can start to get a smoother surface. Polish is really just super fine sandpaper as a paste. The metal will get smoother and smoother until it’s so smooth the light doesn’t scatter anymore.",So there's no chemical solvents involved? Like for 3-D prints how acetone vapour can smoothen the surface by dissolving some of the roughness.,Strongly Related,Thank you! So it's like a paste or a smooth paste?
3265,ELI5 Why do we get dehydrated while flying?,"It's dry air sucked in from the outside, which is very cold, and very dry (-40 <1% humidity), and when you heat cold dry air, you get warm even dryer air. Depending on the age of the aircraft it is either engine bleed air, or outside air pulled in and compressed, or a mix of the two. Both are very dry. The humidity from people breathing helps moisten the air up and it's more comfortable if the air is recirculated in the cabin as it keeps the air a little more humid.   It's also much lower pressure (Usually equivalent of 6000 to 7000 feet) at cruising altitude inside of the aircraft. Lower pressure reduces the boiling point of water and increases the rate it evaporates. The lower the air pressure, the lower the vapor pressure and the more easily water boils and evaporates. This is why food often has high altitude instructions that require you to cook it longer because the food doesn't get as hot because the boiling point is lower. Water can never get hotter than the boiling point so lower boiling point, lower temp, longer cook.   Really though most of what happens is not dehydration, it's just drying of the mouth, sinuses, and throat, which prompts the body to feel thirsty.","Interesting, is there a way for the body to get used to the dry air and “adapt” according? Like for pilots and the other staff on the plane.",Strongly Related,">It's dry air sucked in, which is very cold, and very dry (-40 <1% humidity)   I've flown a lot and never experienced this.   How does the air get so dry in the cabin?"
3265,ELI5 Why do we get dehydrated while flying?,"It's dry air sucked in from the outside, which is very cold, and very dry (-40 <1% humidity), and when you heat cold dry air, you get warm even dryer air. Depending on the age of the aircraft it is either engine bleed air, or outside air pulled in and compressed, or a mix of the two. Both are very dry. The humidity from people breathing helps moisten the air up and it's more comfortable if the air is recirculated in the cabin as it keeps the air a little more humid.   It's also much lower pressure (Usually equivalent of 6000 to 7000 feet) at cruising altitude inside of the aircraft. Lower pressure reduces the boiling point of water and increases the rate it evaporates. The lower the air pressure, the lower the vapor pressure and the more easily water boils and evaporates. This is why food often has high altitude instructions that require you to cook it longer because the food doesn't get as hot because the boiling point is lower. Water can never get hotter than the boiling point so lower boiling point, lower temp, longer cook.   Really though most of what happens is not dehydration, it's just drying of the mouth, sinuses, and throat, which prompts the body to feel thirsty.","Interesting, is there a way for the body to get used to the dry air and “adapt” according? Like for pilots and the other staff on the plane.",Strongly Related,Thanks for the answer!    I was wondering about food. Is it possible to cook food at high altitude without risking dehydration?
3265,ELI5 Why do we get dehydrated while flying?,"It's dry air sucked in from the outside, which is very cold, and very dry (-40 <1% humidity), and when you heat cold dry air, you get warm even dryer air. Depending on the age of the aircraft it is either engine bleed air, or outside air pulled in and compressed, or a mix of the two. Both are very dry. The humidity from people breathing helps moisten the air up and it's more comfortable if the air is recirculated in the cabin as it keeps the air a little more humid.   It's also much lower pressure (Usually equivalent of 6000 to 7000 feet) at cruising altitude inside of the aircraft. Lower pressure reduces the boiling point of water and increases the rate it evaporates. The lower the air pressure, the lower the vapor pressure and the more easily water boils and evaporates. This is why food often has high altitude instructions that require you to cook it longer because the food doesn't get as hot because the boiling point is lower. Water can never get hotter than the boiling point so lower boiling point, lower temp, longer cook.   Really though most of what happens is not dehydration, it's just drying of the mouth, sinuses, and throat, which prompts the body to feel thirsty.","Interesting, is there a way for the body to get used to the dry air and “adapt” according? Like for pilots and the other staff on the plane.",Strongly Related,I've flown a lot and never felt so thirsty.   I'm not sure if it's the lack of air pressure or the lack humidity but I'm guessing it's both?
3265,ELI5 Why do we get dehydrated while flying?,"It's dry air sucked in from the outside, which is very cold, and very dry (-40 <1% humidity), and when you heat cold dry air, you get warm even dryer air. Depending on the age of the aircraft it is either engine bleed air, or outside air pulled in and compressed, or a mix of the two. Both are very dry. The humidity from people breathing helps moisten the air up and it's more comfortable if the air is recirculated in the cabin as it keeps the air a little more humid.   It's also much lower pressure (Usually equivalent of 6000 to 7000 feet) at cruising altitude inside of the aircraft. Lower pressure reduces the boiling point of water and increases the rate it evaporates. The lower the air pressure, the lower the vapor pressure and the more easily water boils and evaporates. This is why food often has high altitude instructions that require you to cook it longer because the food doesn't get as hot because the boiling point is lower. Water can never get hotter than the boiling point so lower boiling point, lower temp, longer cook.   Really though most of what happens is not dehydration, it's just drying of the mouth, sinuses, and throat, which prompts the body to feel thirsty.","Interesting, is there a way for the body to get used to the dry air and “adapt” according? Like for pilots and the other staff on the plane.",Strongly Related,What about cabin air? Is it the same as outside air?
3265,ELI5 Why do we get dehydrated while flying?,"It's dry air sucked in from the outside, which is very cold, and very dry (-40 <1% humidity), and when you heat cold dry air, you get warm even dryer air. Depending on the age of the aircraft it is either engine bleed air, or outside air pulled in and compressed, or a mix of the two. Both are very dry. The humidity from people breathing helps moisten the air up and it's more comfortable if the air is recirculated in the cabin as it keeps the air a little more humid.   It's also much lower pressure (Usually equivalent of 6000 to 7000 feet) at cruising altitude inside of the aircraft. Lower pressure reduces the boiling point of water and increases the rate it evaporates. The lower the air pressure, the lower the vapor pressure and the more easily water boils and evaporates. This is why food often has high altitude instructions that require you to cook it longer because the food doesn't get as hot because the boiling point is lower. Water can never get hotter than the boiling point so lower boiling point, lower temp, longer cook.   Really though most of what happens is not dehydration, it's just drying of the mouth, sinuses, and throat, which prompts the body to feel thirsty.","Interesting, is there a way for the body to get used to the dry air and “adapt” according? Like for pilots and the other staff on the plane.",Strongly Related,Thank you for the answer! I was wondering if it's just the air pressure or the humidity that causes this?
3265,ELI5 Why do we get dehydrated while flying?,"It's dry air sucked in from the outside, which is very cold, and very dry (-40 <1% humidity), and when you heat cold dry air, you get warm even dryer air. Depending on the age of the aircraft it is either engine bleed air, or outside air pulled in and compressed, or a mix of the two. Both are very dry. The humidity from people breathing helps moisten the air up and it's more comfortable if the air is recirculated in the cabin as it keeps the air a little more humid.   It's also much lower pressure (Usually equivalent of 6000 to 7000 feet) at cruising altitude inside of the aircraft. Lower pressure reduces the boiling point of water and increases the rate it evaporates. The lower the air pressure, the lower the vapor pressure and the more easily water boils and evaporates. This is why food often has high altitude instructions that require you to cook it longer because the food doesn't get as hot because the boiling point is lower. Water can never get hotter than the boiling point so lower boiling point, lower temp, longer cook.   Really though most of what happens is not dehydration, it's just drying of the mouth, sinuses, and throat, which prompts the body to feel thirsty.","Interesting, is there a way for the body to get used to the dry air and “adapt” according? Like for pilots and the other staff on the plane.",Strongly Related,How do you get water from a plane?
3266,ELI5 Why do we get dehydrated while flying?,"The air within the plane is dry and warm. It is intentionally kept that way to minimize the effects of corrosion on the metal parts within the plane.  Some of the newer planes are using more carbon fiber in their construction which means that the ambient humidity in the plane can be raised without risking damage to the plane itself.  Dehydration is a contributing factor of jet lag. Also, consumption of alcohol while flying adds to the dehydration. To combat the effects of dehydration, the staff aboard the plane encourage frequent consumption of non-dehydrating liquids.","I didn’t realize that increasing the humidity manually in an older plane  might damage the actual plane. Is that just because moisture might get trapped and the filters and cause unwanted things to grow on it, polluting the even more?",Related,Is it possible to raise the humidity in the cabin without risking damage to the plane?
3266,ELI5 Why do we get dehydrated while flying?,"The air within the plane is dry and warm. It is intentionally kept that way to minimize the effects of corrosion on the metal parts within the plane.  Some of the newer planes are using more carbon fiber in their construction which means that the ambient humidity in the plane can be raised without risking damage to the plane itself.  Dehydration is a contributing factor of jet lag. Also, consumption of alcohol while flying adds to the dehydration. To combat the effects of dehydration, the staff aboard the plane encourage frequent consumption of non-dehydrating liquids.","I didn’t realize that increasing the humidity manually in an older plane  might damage the actual plane. Is that just because moisture might get trapped and the filters and cause unwanted things to grow on it, polluting the even more?",Related,So the air inside the plane is dry and warm?
3266,ELI5 Why do we get dehydrated while flying?,"The air within the plane is dry and warm. It is intentionally kept that way to minimize the effects of corrosion on the metal parts within the plane.  Some of the newer planes are using more carbon fiber in their construction which means that the ambient humidity in the plane can be raised without risking damage to the plane itself.  Dehydration is a contributing factor of jet lag. Also, consumption of alcohol while flying adds to the dehydration. To combat the effects of dehydration, the staff aboard the plane encourage frequent consumption of non-dehydrating liquids.","I didn’t realize that increasing the humidity manually in an older plane  might damage the actual plane. Is that just because moisture might get trapped and the filters and cause unwanted things to grow on it, polluting the even more?",Related,Thank you for your answer. I was wondering if the air conditioning is turned off in the comfort of the cabin or if it's left on as is?
3266,ELI5 Why do we get dehydrated while flying?,"The air within the plane is dry and warm. It is intentionally kept that way to minimize the effects of corrosion on the metal parts within the plane.  Some of the newer planes are using more carbon fiber in their construction which means that the ambient humidity in the plane can be raised without risking damage to the plane itself.  Dehydration is a contributing factor of jet lag. Also, consumption of alcohol while flying adds to the dehydration. To combat the effects of dehydration, the staff aboard the plane encourage frequent consumption of non-dehydrating liquids.","I didn’t realize that increasing the humidity manually in an older plane  might damage the actual plane. Is that just because moisture might get trapped and the filters and cause unwanted things to grow on it, polluting the even more?",Related,"I'm not sure if I'm talking about carbon fiber or plastic, but I've flown on planes with a lot of plastic and metal and the plastic is always sticking to me. I'm assuming it's the plastic?"
3266,ELI5 Why do we get dehydrated while flying?,"The air within the plane is dry and warm. It is intentionally kept that way to minimize the effects of corrosion on the metal parts within the plane.  Some of the newer planes are using more carbon fiber in their construction which means that the ambient humidity in the plane can be raised without risking damage to the plane itself.  Dehydration is a contributing factor of jet lag. Also, consumption of alcohol while flying adds to the dehydration. To combat the effects of dehydration, the staff aboard the plane encourage frequent consumption of non-dehydrating liquids.","I didn’t realize that increasing the humidity manually in an older plane  might damage the actual plane. Is that just because moisture might get trapped and the filters and cause unwanted things to grow on it, polluting the even more?",Related,How do you avoid getting dehydrated?
3266,ELI5 Why do we get dehydrated while flying?,"The air within the plane is dry and warm. It is intentionally kept that way to minimize the effects of corrosion on the metal parts within the plane.  Some of the newer planes are using more carbon fiber in their construction which means that the ambient humidity in the plane can be raised without risking damage to the plane itself.  Dehydration is a contributing factor of jet lag. Also, consumption of alcohol while flying adds to the dehydration. To combat the effects of dehydration, the staff aboard the plane encourage frequent consumption of non-dehydrating liquids.","I didn’t realize that increasing the humidity manually in an older plane  might damage the actual plane. Is that just because moisture might get trapped and the filters and cause unwanted things to grow on it, polluting the even more?",Related,">The air within the plane is dry and warm. It is intentionally kept that way to minimize the effects of corrosion on the metal parts within the fuselage.    This is a misconception.  The air inside the plane has a high humidity.  It is actually quite the opposite.  When the cabin is completely dry, the air inside is extremely warm.  This happens because of the lack of air conditioning.  Also, the humidity inside the cabin can be very high.  If you have a humid room, you can get very dehydrated.  But if you have an air conditioner, you are fine.  And if you don't have a condenser, you don`t get very thirsty.  So, the question is, why do we get dehydrated?"
3266,ELI5 Why do we get dehydrated while flying?,"The air within the plane is dry and warm. It is intentionally kept that way to minimize the effects of corrosion on the metal parts within the plane.  Some of the newer planes are using more carbon fiber in their construction which means that the ambient humidity in the plane can be raised without risking damage to the plane itself.  Dehydration is a contributing factor of jet lag. Also, consumption of alcohol while flying adds to the dehydration. To combat the effects of dehydration, the staff aboard the plane encourage frequent consumption of non-dehydrating liquids.","I didn’t realize that increasing the humidity manually in an older plane  might damage the actual plane. Is that just because moisture might get trapped and the filters and cause unwanted things to grow on it, polluting the even more?",Related,What about carbon fiber?
3267,ELI5: Why did Reggie Bush have to forfeit his Heisman Trophy exactly?,"He violated NCAA rules, when his Mom took money that wasn't allowed.  The Rules are complex, but he and his Mom seem to have known they were breaking them.",Has it been stated when and from who he took this money?,Related,"> The Rules are complex, but he and his Mom seem to have known they were breaking them.<QUS>.   What rules?    The NCAA rules are complex.  They're not written in stone.  The only thing that's clear is that his mom took money from him.  That's it.  And that's what's being investigated."
3267,ELI5: Why did Reggie Bush have to forfeit his Heisman Trophy exactly?,"He violated NCAA rules, when his Mom took money that wasn't allowed.  The Rules are complex, but he and his Mom seem to have known they were breaking them.",Has it been stated when and from who he took this money?,Related,"So what does it mean to be a ""good guy"" if you take money from your family for a sport that you're not allowed to win?"
3267,ELI5: Why did Reggie Bush have to forfeit his Heisman Trophy exactly?,"He violated NCAA rules, when his Mom took money that wasn't allowed.  The Rules are complex, but he and his Mom seem to have known they were breaking them.",Has it been stated when and from who he took this money?,Related,But why was he penalized for it?
3267,ELI5: Why did Reggie Bush have to forfeit his Heisman Trophy exactly?,"He violated NCAA rules, when his Mom took money that wasn't allowed.  The Rules are complex, but he and his Mom seem to have known they were breaking them.",Has it been stated when and from who he took this money?,Related,What about the Heisman Trophy?
3267,ELI5: Why did Reggie Bush have to forfeit his Heisman Trophy exactly?,"He violated NCAA rules, when his Mom took money that wasn't allowed.  The Rules are complex, but he and his Mom seem to have known they were breaking them.",Has it been stated when and from who he took this money?,Related,"I'm not sure what the rules are here.    I'm not saying he broke them, but he didn't seem to know they were breaking them.  He was just acting like he knew he was breaking them, which is a different issue."
3267,ELI5: Why did Reggie Bush have to forfeit his Heisman Trophy exactly?,"He violated NCAA rules, when his Mom took money that wasn't allowed.  The Rules are complex, but he and his Mom seem to have known they were breaking them.",Has it been stated when and from who he took this money?,Related,Why was his mom allowed to take the money?
3268,ELI5: why can the system freeze if it doesn't have processes to do?,"Think of system idle something akin to an engine in a car. You stop a red light with brakes, you're not going anywhere, your engine is still on and running so when you decide to move again it will do so. The same is with a computer, the operating system and power supply must both be constantly working for your computer to be able to run properly without interrupts. Other parts play in hand too of course, such as random access memory, storage space etc.","But what I can't understand is that we can turn off a pc and turn it on again and it wouldn't freeze, so how can we not turn off part of the cpu when we don't need it in order to save  power (or simply because we are not using it) and then use it back again?",Related,"I see, but why does it freeze if it doesn't have processes running?"
3268,ELI5: why can the system freeze if it doesn't have processes to do?,"Think of system idle something akin to an engine in a car. You stop a red light with brakes, you're not going anywhere, your engine is still on and running so when you decide to move again it will do so. The same is with a computer, the operating system and power supply must both be constantly working for your computer to be able to run properly without interrupts. Other parts play in hand too of course, such as random access memory, storage space etc.","But what I can't understand is that we can turn off a pc and turn it on again and it wouldn't freeze, so how can we not turn off part of the cpu when we don't need it in order to save  power (or simply because we are not using it) and then use it back again?",Related,"So if I leave my computer running for a minute and restart it, it will just shut down?"
3268,ELI5: why can the system freeze if it doesn't have processes to do?,"Think of system idle something akin to an engine in a car. You stop a red light with brakes, you're not going anywhere, your engine is still on and running so when you decide to move again it will do so. The same is with a computer, the operating system and power supply must both be constantly working for your computer to be able to run properly without interrupts. Other parts play in hand too of course, such as random access memory, storage space etc.","But what I can't understand is that we can turn off a pc and turn it on again and it wouldn't freeze, so how can we not turn off part of the cpu when we don't need it in order to save  power (or simply because we are not using it) and then use it back again?",Related,How does it know to shut down if there are no processes running?
