id,question,answer,follow-up,relation,generated_follow_up
3014,ELI5: Why are planes not getting faster?,Another point is that the benefit for increased speed is marginal when typical flights aren’t all that long to begin with and when a good portion of the time of the flight is due to air traffic control issues and on-the-ground taxiing at the airport. I remember my dad (who worked for a major airline) commenting about how flights to Southern California took 45 minutes longer than when he started even though the planes were faster — all due to traffic and airport issues.,Arrive 2+ hours before your one-hour flight to allow time for security checks... ok. Allow 1+ hours for that layover in a major metro in case the first leg runs late. So who cares if a new plane could save six minutes in the air? There is 100x more time to be saved on airports and aircraft that are apparently just too dense for the public to use safely or for operators to put on direct routes even once a day. And those are just the 20-year-old problems... unmitigated carbon emissions and airborne disease transmission are something else entirely.,Slightly Related,Why is maintaining aircraft stability important for long-haul travel?
3014,ELI5: Why are planes not getting faster?,Another point is that the benefit for increased speed is marginal when typical flights aren’t all that long to begin with and when a good portion of the time of the flight is due to air traffic control issues and on-the-ground taxiing at the airport. I remember my dad (who worked for a major airline) commenting about how flights to Southern California took 45 minutes longer than when he started even though the planes were faster — all due to traffic and airport issues.,Arrive 2+ hours before your one-hour flight to allow time for security checks... ok. Allow 1+ hours for that layover in a major metro in case the first leg runs late. So who cares if a new plane could save six minutes in the air? There is 100x more time to be saved on airports and aircraft that are apparently just too dense for the public to use safely or for operators to put on direct routes even once a day. And those are just the 20-year-old problems... unmitigated carbon emissions and airborne disease transmission are something else entirely.,Slightly Related,In what ways does the need for frequent and reliable crew members affect the efficiency of flying?
3014,ELI5: Why are planes not getting faster?,Another point is that the benefit for increased speed is marginal when typical flights aren’t all that long to begin with and when a good portion of the time of the flight is due to air traffic control issues and on-the-ground taxiing at the airport. I remember my dad (who worked for a major airline) commenting about how flights to Southern California took 45 minutes longer than when he started even though the planes were faster — all due to traffic and airport issues.,Arrive 2+ hours before your one-hour flight to allow time for security checks... ok. Allow 1+ hours for that layover in a major metro in case the first leg runs late. So who cares if a new plane could save six minutes in the air? There is 100x more time to be saved on airports and aircraft that are apparently just too dense for the public to use safely or for operators to put on direct routes even once a day. And those are just the 20-year-old problems... unmitigated carbon emissions and airborne disease transmission are something else entirely.,Slightly Related,How do current flight regulations affect the efficiency of jet engines?
3014,ELI5: Why are planes not getting faster?,Another point is that the benefit for increased speed is marginal when typical flights aren’t all that long to begin with and when a good portion of the time of the flight is due to air traffic control issues and on-the-ground taxiing at the airport. I remember my dad (who worked for a major airline) commenting about how flights to Southern California took 45 minutes longer than when he started even though the planes were faster — all due to traffic and airport issues.,Arrive 2+ hours before your one-hour flight to allow time for security checks... ok. Allow 1+ hours for that layover in a major metro in case the first leg runs late. So who cares if a new plane could save six minutes in the air? There is 100x more time to be saved on airports and aircraft that are apparently just too dense for the public to use safely or for operators to put on direct routes even once a day. And those are just the 20-year-old problems... unmitigated carbon emissions and airborne disease transmission are something else entirely.,Slightly Related,Can you explain the role of on-the-ground infrastructure in maintaining flight efficiency?
3015,eli5: why people lose money in daytrading stocks ?,When you look at the historical chart of a stock's price you'll be able to pick good buying and selling points 100% of the time.  Now try doing it for tomorrow's price chart.,Example: i see a popular company ( i dont want to mention )  . I see the price Zigzag by 20$ every 30 min or hour . i  pick what i think  the lowest price .  i wait for some time . And sell it . Isn't this safe bet ?,Related,What are some potential risks associated with short-term trading strategies in daytrading stocks?
3015,eli5: why people lose money in daytrading stocks ?,When you look at the historical chart of a stock's price you'll be able to pick good buying and selling points 100% of the time.  Now try doing it for tomorrow's price chart.,Example: i see a popular company ( i dont want to mention )  . I see the price Zigzag by 20$ every 30 min or hour . i  pick what i think  the lowest price .  i wait for some time . And sell it . Isn't this safe bet ?,Related,Can you explain the difference between short-term and long-term trading strategies in more detail?
3015,eli5: why people lose money in daytrading stocks ?,When you look at the historical chart of a stock's price you'll be able to pick good buying and selling points 100% of the time.  Now try doing it for tomorrow's price chart.,Example: i see a popular company ( i dont want to mention )  . I see the price Zigzag by 20$ every 30 min or hour . i  pick what i think  the lowest price .  i wait for some time . And sell it . Isn't this safe bet ?,Related,How do daytrading platforms encourage insider trading?
3015,eli5: why people lose money in daytrading stocks ?,When you look at the historical chart of a stock's price you'll be able to pick good buying and selling points 100% of the time.  Now try doing it for tomorrow's price chart.,Example: i see a popular company ( i dont want to mention )  . I see the price Zigzag by 20$ every 30 min or hour . i  pick what i think  the lowest price .  i wait for some time . And sell it . Isn't this safe bet ?,Related,Why might investors be more willing to trade stocks on the Internet than on a closed exchange?
3015,eli5: why people lose money in daytrading stocks ?,When you look at the historical chart of a stock's price you'll be able to pick good buying and selling points 100% of the time.  Now try doing it for tomorrow's price chart.,Example: i see a popular company ( i dont want to mention )  . I see the price Zigzag by 20$ every 30 min or hour . i  pick what i think  the lowest price .  i wait for some time . And sell it . Isn't this safe bet ?,Related,What are the main reasons investors might lose money trading stocks on daytrading platforms?
3016,ELI5: How does Polaris (North Star) remain the center of star trail photos?,"When a wheel spins, what part of the wheel remains stationary?  The center.  To put this in more general terms, in a spinning perspective, anything sitting along the axis of rotation will not appear to move. We on Earth are a spinning perspective. The star happens to be in line with the axis of rotation.","Right, but we're talking about a 'wheel' that is also rotating around the car, while the car rotates around the road.. So, relatively speaking, what's keeping that very distant star in line with the center of the 'wheel'?",Related,What is the significance of the Earth-Moon system's alignment with the Sun-Moon L2 Lagrange point?
3016,ELI5: How does Polaris (North Star) remain the center of star trail photos?,"When a wheel spins, what part of the wheel remains stationary?  The center.  To put this in more general terms, in a spinning perspective, anything sitting along the axis of rotation will not appear to move. We on Earth are a spinning perspective. The star happens to be in line with the axis of rotation.","Right, but we're talking about a 'wheel' that is also rotating around the car, while the car rotates around the road.. So, relatively speaking, what's keeping that very distant star in line with the center of the 'wheel'?",Related,Can you explain how the Earth's atmosphere affects the alignment of stars and galaxies?
3016,ELI5: How does Polaris (North Star) remain the center of star trail photos?,"When a wheel spins, what part of the wheel remains stationary?  The center.  To put this in more general terms, in a spinning perspective, anything sitting along the axis of rotation will not appear to move. We on Earth are a spinning perspective. The star happens to be in line with the axis of rotation.","Right, but we're talking about a 'wheel' that is also rotating around the car, while the car rotates around the road.. So, relatively speaking, what's keeping that very distant star in line with the center of the 'wheel'?",Related,Why is it important for the North Star to remain in line with Earth's ecliptic plane?
3016,ELI5: How does Polaris (North Star) remain the center of star trail photos?,"When a wheel spins, what part of the wheel remains stationary?  The center.  To put this in more general terms, in a spinning perspective, anything sitting along the axis of rotation will not appear to move. We on Earth are a spinning perspective. The star happens to be in line with the axis of rotation.","Right, but we're talking about a 'wheel' that is also rotating around the car, while the car rotates around the road.. So, relatively speaking, what's keeping that very distant star in line with the center of the 'wheel'?",Related,How does the alignment of stars along their axes influence the appearance of Polaris?
3016,ELI5: How does Polaris (North Star) remain the center of star trail photos?,"When a wheel spins, what part of the wheel remains stationary?  The center.  To put this in more general terms, in a spinning perspective, anything sitting along the axis of rotation will not appear to move. We on Earth are a spinning perspective. The star happens to be in line with the axis of rotation.","Right, but we're talking about a 'wheel' that is also rotating around the car, while the car rotates around the road.. So, relatively speaking, what's keeping that very distant star in line with the center of the 'wheel'?",Related,"How do star trails follow a single path, and why does this alignment matter?"
3017,Eli5 Why is it when stoplights go out it requires someone to go out and manually reset them?,"How exactly would it be easy to fix? You know how intricate a city’s traffic system is? And if the problem is with the hardware, you can’t solve a hardware problem with software.","If I did, why would I be asking in explain like I’m five?",Slightly Related,How do manual resetting stoplights affect the overall operation of the city's traffic system?
3017,Eli5 Why is it when stoplights go out it requires someone to go out and manually reset them?,"How exactly would it be easy to fix? You know how intricate a city’s traffic system is? And if the problem is with the hardware, you can’t solve a hardware problem with software.","If I did, why would I be asking in explain like I’m five?",Slightly Related,What are the potential consequences of human error in the context of stoplights?
3017,Eli5 Why is it when stoplights go out it requires someone to go out and manually reset them?,"How exactly would it be easy to fix? You know how intricate a city’s traffic system is? And if the problem is with the hardware, you can’t solve a hardware problem with software.","If I did, why would I be asking in explain like I’m five?",Slightly Related,What are some potential solutions for the problem that could be easily fixed?
3017,Eli5 Why is it when stoplights go out it requires someone to go out and manually reset them?,"How exactly would it be easy to fix? You know how intricate a city’s traffic system is? And if the problem is with the hardware, you can’t solve a hardware problem with software.","If I did, why would I be asking in explain like I’m five?",Slightly Related,Why is it important to maintain traffic flow at stoplights?
3017,Eli5 Why is it when stoplights go out it requires someone to go out and manually reset them?,"How exactly would it be easy to fix? You know how intricate a city’s traffic system is? And if the problem is with the hardware, you can’t solve a hardware problem with software.","If I did, why would I be asking in explain like I’m five?",Slightly Related,Can you explain how manual intervention can cause delays and confusion for motorists?
3018,eli5: Why are the oceans salty?,"Salt is a mineral which can dissolve in water. The water cycle has water evaporating from the oceans and falling onto the land, running back into the oceans eventually. When the water evaporates from the oceans it doesn't take salt with it so what is falling onto the land is fresh water. But as it runs over the rocks and minerals on the land some of the salt will dissolve and go with the rainwater down through streams, rivers, and eventually into the ocean.  Over a long time this means salt tends to move into the ocean, making it salty.",So the ocean is getting saltier?  Edit: it does,Slightly Related,What is the significance of the balance between salt and water in the ocean?
3018,eli5: Why are the oceans salty?,"Salt is a mineral which can dissolve in water. The water cycle has water evaporating from the oceans and falling onto the land, running back into the oceans eventually. When the water evaporates from the oceans it doesn't take salt with it so what is falling onto the land is fresh water. But as it runs over the rocks and minerals on the land some of the salt will dissolve and go with the rainwater down through streams, rivers, and eventually into the ocean.  Over a long time this means salt tends to move into the ocean, making it salty.",So the ocean is getting saltier?  Edit: it does,Slightly Related,Why do rainwater and snow melt into the ocean?
3019,"ELI5 What did Albert Einstein mean when he said “for us believing physicists the distinction between past, present, and future only has the meaning of an illusion”?","Because of Einstein's theory of relativity, there is no absolute timekeeper in the world.  What might be a past event for person A might be in the present for person B and might be in the future of person C. And there is no ""correct"" perspective - to each of them that same event has a different ""now-ness"" to it. So past, present and future events are simply constructs of our individual experience of events happening in time.","This is baffling to me, i'm not doubting you, i just understand it. Where are the A/B/C people's perspective generating from? Where are they?",Related,What is meant by the concept of causality in relativity?
3019,"ELI5 What did Albert Einstein mean when he said “for us believing physicists the distinction between past, present, and future only has the meaning of an illusion”?","Because of Einstein's theory of relativity, there is no absolute timekeeper in the world.  What might be a past event for person A might be in the present for person B and might be in the future of person C. And there is no ""correct"" perspective - to each of them that same event has a different ""now-ness"" to it. So past, present and future events are simply constructs of our individual experience of events happening in time.","This is baffling to me, i'm not doubting you, i just understand it. Where are the A/B/C people's perspective generating from? Where are they?",Related,"What is meant by the ""historical continuum"" in relativity?"
3019,"ELI5 What did Albert Einstein mean when he said “for us believing physicists the distinction between past, present, and future only has the meaning of an illusion”?","Because of Einstein's theory of relativity, there is no absolute timekeeper in the world.  What might be a past event for person A might be in the present for person B and might be in the future of person C. And there is no ""correct"" perspective - to each of them that same event has a different ""now-ness"" to it. So past, present and future events are simply constructs of our individual experience of events happening in time.","This is baffling to me, i'm not doubting you, i just understand it. Where are the A/B/C people's perspective generating from? Where are they?",Related,Why is it important for individuals to experience events differently from others in the past and future?
3019,"ELI5 What did Albert Einstein mean when he said “for us believing physicists the distinction between past, present, and future only has the meaning of an illusion”?","Because of Einstein's theory of relativity, there is no absolute timekeeper in the world.  What might be a past event for person A might be in the present for person B and might be in the future of person C. And there is no ""correct"" perspective - to each of them that same event has a different ""now-ness"" to it. So past, present and future events are simply constructs of our individual experience of events happening in time.","This is baffling to me, i'm not doubting you, i just understand it. Where are the A/B/C people's perspective generating from? Where are they?",Related,How does the principle of equivalence apply to the concept of past-present time?
3019,"ELI5 What did Albert Einstein mean when he said “for us believing physicists the distinction between past, present, and future only has the meaning of an illusion”?","Because of Einstein's theory of relativity, there is no absolute timekeeper in the world.  What might be a past event for person A might be in the present for person B and might be in the future of person C. And there is no ""correct"" perspective - to each of them that same event has a different ""now-ness"" to it. So past, present and future events are simply constructs of our individual experience of events happening in time.","This is baffling to me, i'm not doubting you, i just understand it. Where are the A/B/C people's perspective generating from? Where are they?",Related,What are some examples of observable phenomena that are not directly related to past events?
